,index,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,youtube_id
11623,11623,3f04ysVYLQoaKFHLHjezws,Un Par De Balas,C-Kan,57,6vPMTvNEFkY9V7nxFgxjHZ,Clasificación C Vol.1,2014-07-22,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.816,0.813,8,-3.124,0.361,0.448,0.0,0.153,0.79,171.816,228092,A6iJsZoRO64
11624,11624,1yshNtExWJOfvjfvUqGcnu,"Comprendes, Mendes?",Control Machete,60,1OGemrG3upLMC7nVj8OZX2,Mucho Barato,1997,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.84,0.714,9,-7.031,0.212,0.000515,0.0479,0.408,0.34,93.998,215267,lestFaZIl7A
11626,11626,2KUuvz45mQcuNdyB2x196e,Si Señor,Control Machete,44,31fEHaKaTwJc7hPH2mc9k2,"Artilleria Pesada, Presenta:",1999-01-01,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.832,0.833,0,-5.183,0.225,0.0543,0.00115,0.392,0.72,94.01,253880,vq2T7QKietI
11627,11627,5oYQ84f7jWY90pblm2XJAO,Hit Me,Molotov,60,2AbyDhzuhpMNKEm8johQft,Dance And Dense Denso,2003-01-01,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.7,0.818,9,-7.623,0.0362,0.518,0.00018,0.288,0.442,90.041,256387,LyVy1sT0Y3U
11628,11628,4uCRg4dM7mnDvJgdTm5pBB,Asesino de Acesinos,Cartel De Santa,45,5iZB8JDxunNlWFTc3BdEHp,Greatest - Hits,2007-05-22,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.701,0.7,0,-8.096,0.411,0.0151,0.000116,0.345,0.757,172.124,222693,Xmok00bbSl4
11629,11629,1XB2YcW0XQDXLilwLOqWtH,Cannabis,Cartel De Santa,48,54AKlknAxFRfXDXtwiAhRa,Cartel De Santa,2004-12-06,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.733,0.688,0,-7.817,0.329,0.166,0.0,0.0983,0.888,79.966,198800,zPTp2_TAHkg
11630,11630,4uW7wQZ3i4RivW2yoh11vq,NTN,Cartel De Santa,38,54AKlknAxFRfXDXtwiAhRa,Cartel De Santa,2004-12-06,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.694,0.771,11,-8.079,0.168,0.0151,0.000941,0.088,0.7,81.925,244000,FBA2UBwwYjA
11631,11631,3khnrlaj5CiXZgRLRiHsI8,Super MC's,Cartel De Santa,41,54AKlknAxFRfXDXtwiAhRa,Cartel De Santa,2004-12-06,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.885,0.747,1,-7.07,0.199,0.143,0.000102,0.583,0.552,91.974,241960,hvJgrjwiy7E
11632,11632,2llz8SyoIxy09C2pOnsyAW,Santa Muerte,Cartel De Santa,47,01UJJt3Aregqk8jZMDPB5x,Vol. II,2004-07-28,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.632,0.856,5,-5.583,0.0881,0.106,0.00379,0.333,0.868,87.028,202493,aY-MGbF2tEg
11633,11633,5zMhnddQonZvMO5kSMPCBw,Himno a la Jauria,Cartel De Santa,39,01UJJt3Aregqk8jZMDPB5x,Vol. II,2004-07-28,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.867,0.711,7,-5.035,0.164,0.0581,0.0,0.371,0.717,94.983,218173,RiSAMvbEQ0c
11634,11634,5JdZoKXupuTx3zykXxbriP,Escucha,Cartel De Santa,41,01UJJt3Aregqk8jZMDPB5x,Vol. II,2004-07-28,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.874,0.613,4,-6.539,0.147,0.179,0.00879,0.13,0.328,89.978,144867,Xne5DpLzDFM
11635,11635,6UnSa9JjesARBpfUCHTmVQ,Súbele a la Greibol,Cartel De Santa,51,1s6Kp6CZX6bvDSfXHxhrMW,Volumen Prohibido,2007,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.728,0.602,7,-7.742,0.134,0.0763,0.0315,0.367,0.568,77.01,222173,DoVssel9kRw
11636,11636,4tTBDyNwQm9dyh6DS3spB5,Volar Volar,Cartel De Santa,0,2MR4m2OTRg9a0SB1d0SWgl,Sincopa,2010-05-24,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.62,0.816,1,-6.208,0.222,0.0185,0.00741,0.0984,0.668,179.992,293360,WXu9Xg2Gwpo
11637,11637,2HOJ3zg25d5veWGlUe203L,Marijuano Locos (Stoned Raiders) - Spanish Edit,Cypress Hill,33,0EVnrHOniMylUGeNeRBWSF,Los Grandes Éxitos En Español,1999-10-07,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.629,0.699,7,-8.118,0.514,0.355,0.0,0.364,0.508,181.518,178467,t6W8kxf4ljw
11638,11638,4wseRLZqlHX0svfp0btZD5,Here Come the Horns,Delinquent Habits,43,0crKVrdcLTyzjfZL2QpwTq,Here Come The Horns,1998-08-26,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.841,0.628,10,-7.773,0.085,0.00165,0.0445,0.276,0.556,102.008,246333,_sQGi4_dEkM
11640,11640,6EoiDyFLeF4QX5IfFKXSYF,Tres Delinquentes - Radio,Delinquent Habits,4,6oX0gpxTxSrCZ1QJikDhMN,"Hip Hop 100 Hits - Urban rap & R n B anthems inc. Jay Z, A$ap Rocky, Wu-Tang Clan & Nas",2013-06-21,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.826,0.698,11,-4.004,0.151,0.0177,0.00761,0.314,0.604,100.108,255693,w3qqN1BMnhk
11642,11642,5qVF2rEf75oPrZHhmZmDKk,Return Of The Tres,Delinquent Habits,50,7urGVhRGLgozoouBLDKhom,Merry Go Round,2001-01-01,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.725,0.808,2,-6.843,0.0864,0.000101,0.000976,0.0893,0.539,100.578,254640,mX1xyxWkmw0
11643,11643,4fIjxAZjZLcJNygHWsFrLl,Shed a Tear,Delinquent Habits,28,0crKVrdcLTyzjfZL2QpwTq,Here Come The Horns,1998-08-26,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.821,0.778,9,-8.538,0.278,0.0194,0.0,0.181,0.322,90.017,261427,tsA1CsWiuds
11644,11644,2iCSw0Nd7ioPh7TdF3T37N,Think You're Bad,Delinquent Habits,19,0crKVrdcLTyzjfZL2QpwTq,Here Come The Horns,1998-08-26,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.867,0.684,1,-8.815,0.276,0.0615,0.0,0.29,0.695,96.997,214040,53krWITaqxo
11645,11645,4YPoYAJ41g1ErPWuoaZZyw,"Get Up, Get On It (feat. Rude, Mellow Man Ace & Sen Dog)",Delinquent Habits,27,0crKVrdcLTyzjfZL2QpwTq,Here Come The Horns,1998-08-26,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.877,0.822,7,-8.725,0.235,0.0134,0.00218,0.596,0.774,95.004,319480,BrDXeYEtlXU
11646,11646,1oF0YS90jzk4M4Qxdk0gho,The Kind,Delinquent Habits,19,7urGVhRGLgozoouBLDKhom,Merry Go Round,2001-01-01,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.692,0.84,1,-6.309,0.136,0.00908,6.99e-05,0.088,0.415,96.991,202933,xxZuD-bMtJM
11647,11647,0iOsLardygHDqlTMExp9ak,Coronamos,Lito Kirino,0,2hbo1db1yz5EsQ1Rcefc7c,Coronamos,2016-04-13,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.709,0.617,10,-6.847,0.216,0.0936,0.0741,0.795,0.423,141.815,199602,Fu9hkFXS3gY
11648,11648,1EcPiu9yccqlIGYdAjXiRT,Burreros,Cartel De Santa,39,54AKlknAxFRfXDXtwiAhRa,Cartel De Santa,2004-12-06,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.757,0.858,0,-7.963,0.0777,0.00281,0.348,0.403,0.881,155.964,185133,KBKY1YdBH88
11649,11649,14qnJ3HKmlKo1hwBQKJaB8,Perros,Cartel De Santa,46,54AKlknAxFRfXDXtwiAhRa,Cartel De Santa,2004-12-06,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.875,0.767,6,-6.909,0.249,0.0336,0.0446,0.0236,0.67,94.004,218067,SsTgGBagvnE
11650,11650,57DZJLuPk9a5ULzdER3ZFy,Todas Mueren por Mí,Cartel De Santa,58,54AKlknAxFRfXDXtwiAhRa,Cartel De Santa,2004-12-06,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.903,0.704,0,-6.702,0.114,0.0272,0.0044,0.117,0.587,92.009,223093,pMF0qLoAYUA
11651,11651,2pfJsufl4kJ0kMT5C1nlwj,Anda Y Ve Lo Dudo,Akwid,58,6po3epE8ZFBQed9W8IKMke,Los Aguacates De Jilquilpan,2005-01-01,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.597,0.594,7,-7.282,0.398,0.0799,0.0,0.0938,0.37,180.119,292413,nfljnlURqNQ
11653,11653,6WunLSy2T9dGLdW30ibt8s,Por Tus Pujidos Nos Hallaron,Akwid,49,3fSdNQOTJnz91arqn4yOBC,Clasificado R - Director's Cut,2010-01-01,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.604,0.76,5,-4.173,0.392,0.0673,0.0,0.0697,0.919,204.957,221747,Ikkh4WRPSW8
11655,11655,3BCDmMe7Kw2xEskxpVn2uF,No Hay Falla,TREN LOKOTE,37,1YsMsdZg7RB9eYHhW8fi3h,Cementerio De Raperos,2017-02-07,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.779,0.66,4,-7.697,0.329,0.227,0.0,0.248,0.942,165.983,409287,Nbkhi9XRBDw
11656,11656,7dEEQh0zrmar2UZmeazj6T,Crees Que Son Mentiras,TREN LOKOTE,24,1YsMsdZg7RB9eYHhW8fi3h,Cementerio De Raperos,2017-02-07,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.599,0.81,1,-6.847,0.287,0.0311,0.0,0.0481,0.76,181.877,181917,bHJRMvgBxnQ
11657,11657,5VKN4j9rW1xkgrOk3PIUPK,El Ambiente Huele a Mota,TREN LOKOTE,39,1YsMsdZg7RB9eYHhW8fi3h,Cementerio De Raperos,2017-02-07,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.692,0.637,3,-4.957,0.413,0.534,0.0,0.104,0.871,180.038,259918,jSdw3SrLcxU
11659,11659,7yJj4umZ3DgeLU3LiU5TN3,La Llamada,Cartel De Santa,46,01UJJt3Aregqk8jZMDPB5x,Vol. II,2004-07-28,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.864,0.744,2,-7.185,0.121,0.0225,0.385,0.164,0.269,94.98,211787,op7MvTb1Edk
11660,11660,7JxTp4HrI99hr6L3VMCZbj,México Lindo y Bandido,Cartel De Santa,50,1s6Kp6CZX6bvDSfXHxhrMW,Volumen Prohibido,2007,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.859,0.457,9,-7.75,0.104,0.262,0.0101,0.0941,0.839,95.018,189667,eLSZc3RFGZg
11661,11661,3A1CiVw4NdW6dKuMjftnJc,Conexión Vieja Escuela (feat. Sinful),Cartel De Santa,43,1s6Kp6CZX6bvDSfXHxhrMW,Volumen Prohibido,2007,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.728,0.679,6,-7.109,0.193,0.0413,0.0,0.177,0.552,96.006,235227,5_6vV6XVV-o
11662,11662,4wPHioK5H2wDivqGWEwfaq,Cosas de la Vida,Cartel De Santa,53,7LP8ofOXYH2AGzc8ZCt0Oe,Vol. 4,2008-12-06,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.686,0.559,8,-7.734,0.281,0.196,0.00231,0.165,0.393,172.067,199613,rHBaibQmX6I
11663,11663,1TkdFLhO4yRxwcqOjvT6MO,De México el Auténtico,Cartel De Santa,41,7LP8ofOXYH2AGzc8ZCt0Oe,Vol. 4,2008-12-06,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.768,0.64,2,-4.529,0.0662,0.424,0.245,0.173,0.552,93.992,196760,EKsOyTB98As
11664,11664,1gTzghZ42RCmFTPVTWvOIb,Traficando Rimas,Cartel De Santa,61,6XpSHxvcHf2VbRpDnMN091,Sincopa,2011-07-25,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.704,0.721,8,-5.319,0.227,0.0355,1.82e-05,0.591,0.775,174.043,275467,Y0-3PSkbVck
11665,11665,5XMRDVl28VdvfqL0IFIiss,Con el Corazon,Cartel De Santa,46,6XpSHxvcHf2VbRpDnMN091,Sincopa,2011-07-25,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.697,0.733,6,-5.265,0.329,0.0487,1.18e-06,0.103,0.828,173.009,359173,LBK4Lv7cY98
11667,11667,1crTf4RvraCjcPoqsaT9hd,Illusions,Cypress Hill,45,2WPS1YnbXiaX1Ekr1HNICt,The Essential Cypress Hill,2014-10-10,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.547,0.827,8,-5.975,0.324,0.00728,0.186,0.084,0.408,182.056,269200,xnFj5-ZBk1g
11668,11668,54cOByTOIGV1XhhNm5e52z,Highlife,Cypress Hill,33,2WPS1YnbXiaX1Ekr1HNICt,The Essential Cypress Hill,2014-10-10,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.705,0.796,2,-5.845,0.417,0.148,1.49e-06,0.117,0.734,109.349,233307,t_QLx2EeJWY
11669,11669,2gABnPYOMsyxThmsOQ4uWK,Tequila Sunrise (feat. Barron Ricks),Cypress Hill,61,2WPS1YnbXiaX1Ekr1HNICt,The Essential Cypress Hill,2014-10-10,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.547,0.63,10,-8.772,0.493,0.0123,0.00233,0.14,0.555,192.733,257747,3wtbPPAZZx8
11670,11670,7iEHCU1oYlqg3PloCa9uXW,Latin Thugs (feat. Tego Calderón),Cypress Hill,42,2WPS1YnbXiaX1Ekr1HNICt,The Essential Cypress Hill,2014-10-10,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.66,0.839,6,-5.13,0.304,0.0608,2.44e-05,0.216,0.711,92.974,227173,JXVDHWk6TrI
11673,11673,5GkHz6iL6D20kI3bUG5PcI,Esperanza,Control Machete,28,7HgtmenilcpT51uM8aY0vv,"Artilleria Pesada, Presenta:",1999,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.695,0.684,10,-6.538,0.0491,0.133,0.00736,0.12,0.513,83.744,311840,dJYQZANJTfg
11674,11674,5SzC5keyEryoV7tc7IX2Cy,Grita,Control Machete,27,7HgtmenilcpT51uM8aY0vv,"Artilleria Pesada, Presenta:",1999,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.649,0.95,1,-4.812,0.171,0.154,0.0668,0.323,0.506,88.503,291227,lestFaZIl7A
11675,11675,60EKSZLqpbybeB1D3ocwXr,Control Machete,Control Machete,40,1OGemrG3upLMC7nVj8OZX2,Mucho Barato,1997,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.583,0.847,1,-9.945,0.298,0.0675,1.17e-05,0.206,0.443,155.478,191067,ryXEWC8qyc0
11676,11676,3Jw774vf185xkKIUZWySx5,Asi Son Mis Dias,Control Machete,45,1OGemrG3upLMC7nVj8OZX2,Mucho Barato,1997,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.689,0.477,10,-9.603,0.0468,0.0125,0.0757,0.671,0.44,79.463,214707,UxNR6Z67Ieo
11677,11677,4mqnIo3Yus6PL4S8P5t1MQ,Homegrizzlies,Homegrown Mafia,36,06MY63AuRPSndofMf6jE0j,Homegrizzlies,2016-05-16,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.643,0.707,7,-4.05,0.407,0.0278,0.0,0.286,0.646,174.179,236016,gWvqnmv0QhY
11678,11678,4F5gOJZ0wHGK8rnd8jVUcz,Como Debe De,Remik Gonzalez,0,2SI2KJBwskkuJ89LTWGTOZ,Grandes Exitos,2017-03-19,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.588,0.804,4,-6.123,0.284,0.0515,0.0,0.672,0.851,160.078,229329,PQGS6sXaIqw
11679,11679,5T8UclXfLOhYln4Q7GiQHU,La Feria Drogas y Muerte,Remik Gonzalez,0,5CXn5FQbm0sWKVU1lZvLI2,High Con Class XIII,2017-05-17,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.844,0.629,6,-8.583,0.504,0.318,0.0,0.0941,0.861,80.027,250541,FTlLGOF6z1A
11680,11680,0iXhrFJCj6fDocBueze7Yg,Se Les Cae el Canton,Remik Gonzalez,19,24N1d84FMC6levvuwyg3AO,Se Les Cae el Canton,2017-04-10,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.846,0.573,2,-7.037,0.119,0.0977,0.0,0.161,0.961,143.934,360047,ZNCNcG2b8Kg
11681,11681,1pEMBjgNevArI6xnSKmLT9,Adictos Por R.a.P,Maniako,9,3eZ8vxWKBJ5mFA2FibVt09,"Exitos, Vol. 2",2017-04-08,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.636,0.85,4,-5.448,0.503,0.201,0.0,0.648,0.879,154.057,190328,L_hp0sAeUx8
11682,11682,0QY9hUVBMtftQ6pVP0KGqV,Carnales,KLOEF TJR,5,1gF5cZRkX1VyzjGZp048Aa,Carnales,2016-11-29,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.813,0.647,8,-8.263,0.189,0.215,0.0,0.0405,0.832,82.017,193020,RtXg8xblU6Y
11683,11683,17lCCiD4GknuLyXi8m1DV5,Tenemos Callo Amarillo,KLOEF TJR,11,0r7uqmrg6Ruv2aXeIL03rl,KLOEF TJR,2015,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.745,0.651,9,-7.94,0.374,0.182,0.0,0.128,0.696,164.023,213448,kvF0sb5KQV8
11684,11684,1rd6O7sdQfKtBrnmeZQlRq,Andamos en el Vuelo,KLOEF TJR,4,0r7uqmrg6Ruv2aXeIL03rl,KLOEF TJR,2015,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.711,0.826,0,-3.371,0.123,0.297,0.0,0.272,0.649,87.023,246107,hwdJWsm_1uY
11685,11685,2kZQOcg3c838TB1C90pvc8,Vida de Ghetto,KLOEF TJR,6,0r7uqmrg6Ruv2aXeIL03rl,KLOEF TJR,2015,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.705,0.834,8,-5.555,0.143,0.141,0.0,0.481,0.802,80.99,278377,qpxF2wWuGws
11686,11686,7qhVj3rxC6PWL97f7fBqGq,Aquí en la Calle,Berbal La 4 Verde,0,7yg9AFVRMXQJKOiMvI6Wag,"La 4 Verde & Rolando Hits: Éxitos, Vol.1, 2 y 3",2016-10-18,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.7,0.685,7,-7.177,0.0588,0.203,0.0,0.182,0.484,80.0,158694,C1qwXiAe6c0
11687,11687,4qLbn0Vn0wXB6g7B0tOKy7,Nos Llaman Malandros,Berbal La 4 Verde,0,7yg9AFVRMXQJKOiMvI6Wag,"La 4 Verde & Rolando Hits: Éxitos, Vol.1, 2 y 3",2016-10-18,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.802,0.692,11,-6.722,0.236,0.209,0.0,0.0865,0.879,170.05,417254,NNJePI9TGGI
11688,11688,26ScWsyaN8pG45CcRQV4tz,La Vuelta al Mundo,Aczino,0,1WgG5fMdvRSUKyom6xNWoM,Psicofonia,2013,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.542,0.752,9,-8.944,0.362,0.356,0.0,0.0415,0.593,87.276,279960,EmDgnxExHS4
11689,11689,1cucFzR8tzyEO1pxgPxYF9,Welcome to Guadalajara,Little el Crack,35,5NrEE8ZhvVkcVFGR7isWcH,El Rompe Huesos,2016-08-05,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.715,0.776,2,-5.266,0.349,0.117,0.0,0.127,0.804,173.063,251927,_jm4GN9cEEw
11690,11690,05DOYX9MB5oUQbr6RPa6dH,Déjame Volar,Aleman,52,67PwYP28Mu8Usty4NGSKtw,Pase de Abordar (Deluxe),2015-03-15,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.854,0.438,5,-11.475,0.489,0.511,0.00189,0.295,0.178,139.957,203964,EKsOyTB98As
11691,11691,6bR8iWWmjxvkn8vbWSkebG,Mi Barrio,TREN LOKOTE,20,2LYOxdtbhTVdVuIYfVZ3QR,Mi Barrio,2017-05-09,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.643,0.69,2,-14.584,0.231,0.0817,0.0057,0.246,0.759,79.98,223974,B0z_fyehkJ0
11692,11692,2VXwsXy85H7wIpapJ2Btyu,Everybody Must Get Stoned - Bonus Track,Cypress Hill,29,4mnWMtvvwK9Ax2RsxBqAkv,Iii (Temples Of Boom),1995-10-31,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.857,0.631,8,-11.829,0.303,0.000956,0.00303,0.0748,0.303,81.241,182933,EBrmNznUyi0
11693,11693,2m7KKQhYK3hYpC9izt1JCR,Vengo Con los Mios,La Santa Grifa,36,49B3U4CeAyXgaf5HRQ86IZ,"Exitos, Vol. 2",2017-03-09,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.794,0.851,9,-2.427,0.348,0.514,0.0,0.273,0.966,87.871,277551,asGtJUUG_Yo
11694,11694,2onVQGTfFV5bH8jyGP9yq8,Hola,Damaco,17,1dpkEyY0Maio3gLLZWBDGE,Hola,2016-11-29,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.781,0.733,10,-6.479,0.115,0.281,0.0,0.108,0.563,131.974,217246,HYcGrFldEMc
11695,11695,3o8mSFsqG44paFc9iFJ3yd,Falsedades,Tres Coronas,42,76hvEy7KtXi87NpI9HTNBB,Mix Tape,2005-04-12,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.72,0.726,1,-4.719,0.144,0.0754,0.0,0.636,0.867,85.53,280674,n1dgZ5xnQWY
11696,11696,53dvB3Csl9Wk5EMmUPpL8Z,Gaminart,Crack Family,0,2CKpJz5bfyL7SwaDvw7G4q,La Familia (Capitulo 1),2010-10-12,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.815,0.588,5,-8.046,0.0496,0.0209,0.0,0.153,0.682,93.004,312790,K_QkjEgwh9o
11697,11697,7EuYb5wYgWhJIdzf38lebZ,Las Tetas D,Crack Family,0,2HKBeuZGGW0XEN0nzQfawY,Las Tetas de Mi Madre (Banda Sonora),2015-11-05,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.749,0.787,4,-7.61,0.26,0.281,0.0,0.172,0.876,88.94,214518,NZw564sdwvg
11698,11698,4058DPUoC7sLPQ05pr3e4C,Si Te Vienen a Contar,Cartel De Santa,70,7r0sV0ubq1ZutTadIrhHDL,Golpe Avisa,2014-08-05,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.734,0.663,10,-6.279,0.309,0.342,0.0,0.649,0.845,166.846,219573,85VzeLTd-6c
11699,11699,1XeaBc0qxmiu1LdxIThsbf,Drogadicto en Serie,Crack Family,0,2CKpJz5bfyL7SwaDvw7G4q,La Familia (Capitulo 1),2010-10-12,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.767,0.667,2,-8.165,0.322,0.278,0.0,0.109,0.858,94.341,206106,UqomyP7RTu8
11700,11700,5lxvAURhqgI1qrNmJHB69k,Shook Ones - Freestyle,Mobb Deep,46,6UDhYUew9ULQVtt4HWNRSL,Free Agents,2003,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.676,0.857,1,-5.39,0.209,0.124,0.000243,0.345,0.538,94.031,130299,ciRBfnkJ6DY
11701,11701,2vzrNeaqW3rWYAgBO3YSZH,Alcoholizados,La Santa Grifa,50,49B3U4CeAyXgaf5HRQ86IZ,"Exitos, Vol. 2",2017-03-09,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.688,0.717,1,-5.146,0.27,0.079,0.0,0.433,0.586,75.441,292023,_lVSmhZkqFg
11702,11702,6GUA71tYDtRw2odqa0rteC,Crealo Mi So,Cejaz Negraz,38,3c2ZQVSuJzPrbVbsKMaZ1q,Buscando Millones,2010-02-02,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.684,0.522,6,-11.249,0.347,0.111,0.0,0.138,0.666,89.929,228049,hGlJ9o_yoKY
11703,11703,1seFxVgAnzOHHBDQgLkdmj,Envidias,Tres Coronas,35,6u9XyQJ34OW7EKLs3enEHS,Nuestra Cosa (Deluxe Edition),2006-04-05,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.641,0.747,4,-5.902,0.0831,0.02,0.0,0.11,0.757,89.024,264387,UhGonrIzU8c
11704,11704,1PRXZfUbOszL7rlHg1sZh5,Levantando Bandera,Remik Gonzalez,0,13q6LcpYLiQ5AQFNE0B1KV,Rolando Hits,2016,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.686,0.722,4,-6.351,0.26,0.201,0.0,0.48,0.84,83.98,246857,UldjrT2joPY
